证券代码,证券简称,现金流量比 2017一季,现金流量比 2017中报,现金流量比 2017三季,现金流量比 2017年报,现金流量比 2018一季,现金流量比 2018中报,估价全价 2017-10-10,估价修正久期 2017-10-10,估价全价 2018-09-14,估价修正久期 2017-12-29,估价全价 2018-06-29,估价修正久期 2018-06-29,估价修正久期 2018-03-30,估价修正久期 2018-09-14,估价全价 2017-12-29,估价全价 2018-03-30,"债项评级 2018-09-14","债项评级 2018-06-29","债项评级 2018-03-30","债项评级 2017-12-29","债项评级 2017-10-10","资产负债率 2017一季","资产负债率 2017中报","资产负债率 2017三季","资产负债率 2017年报","资产负债率 2018一季","资产负债率 2018中报"
098085.IB,09冀建投债02,0.0015,0.0654,0.1492,0.1793,0.0673,0.0935,102.2202,1.4795,102.3649,1.2624,100.6483,0.8477,1.0303,0.6567,102.4368,104.2561,AAA,AAA,AAA,AAA,AAA,55.6736,55.4319,55.9645,56.7482,56.3873,56.8011
098090.IB,09青州企业债,,0.0338,,0.968,,0.2298,20.9546,1.0403,10.3908,0.8241,10.2218,0.8598,0.589,0.6682,21.046,21.3385,AA+,AA+,AA+,AA+,AA+,,43.6442,,32.144,,26.9097
098092.IB,09武城投债,0.018,0.0449,0.0503,0.03,0.0033,-0.0164,103.5099,1.4935,102.9501,1.2765,101.2632,0.8659,1.0445,0.6749,103.7573,105.6104,AA+,AA+,AA+,AA+,AA+,72.8717,72.8808,72.5948,69.1183,68.5688,67.7956
098097.IB,09京国资债02,-0.0152,-0.0138,-0.0119,0.0233,0.0078,0.0216,100.9025,1.5239,101.6227,1.3064,99.8849,0.8854,1.0743,0.6956,101.0805,102.8816,AAA,AAA,AAA,AAA,AAA,65.7182,66.9189,66.6433,66.5332,67.1011,67.4336
1080001.IB,10华润电力01,0.0027,0.0103,0.0591,0.1699,0.0059,-0.0023,103.8348,2.0195,104.186,1.7967,102.2621,1.4152,1.6497,1.2226,103.5589,100.725,AAA,AAA,AAA,AAA,AAA,59.4303,64.0689,62.9975,63.32,63.9719,63.9362
1080002.IB,10华润电力02,0.0027,0.0103,0.0591,0.1699,0.0059,-0.0023,104.5447,2.0136,104.6709,1.7908,102.7395,1.4132,1.6477,1.2206,104.2711,101.1957,AAA,AAA,AAA,AAA,AAA,59.4303,64.0689,62.9975,63.32,63.9719,63.9362
1080006.IB,10南网债02,0.0878,0.1992,0.3063,0.3432,0.0584,0.1402,103.5028,2.0598,103.9887,1.8382,102.1966,1.4556,1.6893,1.2618,103.3347,100.5707,AAA,AAA,AAA,AAA,AAA,59.9889,60.2323,60.7773,60.6739,60.8229,61.054
1080007.IB,10太仓港债,,0.0381,-0.017,-0.2718,-0.2663,-0.2189,109.1036,1.9871,107.5435,1.7644,105.2718,1.4171,1.6538,1.2271,108.873,103.9186,AA,AA,AA,AA,AA,,56.8992,58.8686,57.6041,52.804,53.6827
1080018.IB,10航天科工债,-0.1111,-0.1838,-0.2079,0.0707,-0.0988,-0.2095,103.1597,2.097,103.6004,1.8734,101.726,1.4866,1.7214,1.2936,102.7901,100.2316,AAA,AAA,AAA,AAA,AAA,49.5385,48.7279,47.2787,50.6825,49.0129,46.6009
1080022.IB,10国网债01,0.0684,0.169,0.2629,0.306,0.1037,0.1677,103.5583,2.0915,103.9884,1.8699,102.1825,1.4901,1.7234,1.2964,103.3907,100.5218,AAA,AAA,AAA,AAA,AAA,56.6182,56.9627,57.4999,57.6163,57.1029,57.1343
1080023.IB,10国网债02,0.0684,0.169,0.2629,0.306,0.1037,0.1677,106.4036,5.918,104.0464,5.6522,102.0853,5.4525,5.6631,5.2649,103.9309,99.0387,AAA,AAA,AAA,AAA,AAA,56.6182,56.9627,57.4999,57.6163,57.1029,57.1343
1080033.IB,10常德经投债,,0.3664,0.1569,0.1719,0.0082,0.1208,105.5669,,74.1659,,73.0548,,,,106.743,71.9037,AA+,AA+,AA+,AA+,AA+,,57.9873,57.639,58.1482,60.8627,61.1087
1080035.IB,10天保投资债,,,,0.1352,,,104.2546,2.1589,103.8647,1.9361,101.8367,1.5683,1.8044,1.3766,103.9877,100.4649,AA+,AA+,AA+,AA+,AA+,,,,59.8032,,
1080036.IB,10国投债1,0.0136,0.0254,0.0782,0.0075,-0.0329,-0.0039,101.9513,2.2248,102.6316,2.0009,100.7263,1.6153,1.8492,1.4227,101.5538,99.1521,AAA,AAA,AAA,AAA,AAA,71.2124,70.3022,70.802,68.4526,69.9344,70.1644
1080037.IB,10国投债2,0.0136,0.0254,0.0782,0.0075,-0.0329,-0.0039,102.6771,2.2164,103.1327,1.9927,101.2093,1.6119,1.8457,1.4195,102.2941,99.6158,AAA,AAA,AAA,AAA,AAA,71.2124,70.3022,70.802,68.4526,69.9344,70.1644
1080042.IB,10国网债03,0.0684,0.169,0.2629,0.306,0.1037,0.1677,101.6285,2.2572,102.4709,2.0349,100.686,1.6505,1.8044,1.4568,101.3831,103.3095,AAA,AAA,AAA,AAA,AAA,56.6182,56.9627,57.4999,57.6163,57.1029,57.1343
1080043.IB,10国网债04,0.0684,0.169,0.2629,0.306,0.1037,0.1677,100.6212,6.0899,101.1978,5.8256,99.265,5.6553,5.6081,5.4677,98.3109,100.7266,AAA,AAA,AAA,AAA,AAA,56.6182,56.9627,57.4999,57.6163,57.1029,57.1343
1080044.IB,10湘高速债,0.0833,0.1412,0.1367,0.1891,0.0455,0.1677,104.52,2.2326,104.3707,2.0106,102.2803,1.6409,1.7813,1.4498,104.3228,106.4104,AAA,AAA,AAA,AAA,AAA,68.9686,68.6983,69.2904,67.8945,68.5619,66.8095
1080057.IB,10广核债,0.0845,0.183,0.3127,0.4421,0.1109,0.2708,103.3536,2.3604,103.4176,2.1346,101.5831,1.7511,1.9037,1.5578,102.7472,104.6465,AAA,AAA,AAA,AAA,AAA,73.2731,73.4021,72.6111,71.7499,70.1784,70.3985
1080058.IB,10鄂国资债,-0.0258,-0.0151,-0.2056,-0.0366,0.213,0.2707,104.5499,2.2553,102.5458,2.0348,101.073,1.6844,1.8074,1.4874,104.5382,106.8663,AA+,AA+,AA+,AA+,AA+,52.7641,49.6411,52.0596,56.5866,55.8506,55.8362
1080064.IB,10清江债,,,,0.2694,,,100.9546,2.367,101.7731,2.1433,99.6977,1.7646,1.9138,1.5738,100.5703,102.5995,AAA,AAA,AAA,AAA,AAA,,,,63.782,,
1080065.IB,10武汉高科债,,-0.5897,-0.9849,-0.4942,,-0.3963,104.797,2.3269,104.1098,2.1019,101.6516,1.7428,1.8743,1.5552,104.3157,106.5912,AA+,AA+,AA+,AA+,AA+,,63.9921,66.3688,65.9881,,68.5032
1080073.IB,10广东高速债,,0.2877,,0.5858,,0.3467,99.3822,6.2528,100.1586,5.9824,102.6856,5.5653,5.7712,5.6464,96.7668,99.5511,AAA,AAA,AAA,AAA,AAA,,74.5181,,75.3568,,75.7695
1080076.IB,10粤路建债,,0.5313,,0.7076,,0.4143,99.7343,6.3061,99.4504,6.0333,101.53,5.594,5.8148,5.6818,96.9346,99.2923,AAA,AAA,AAA,AAA,AAA,,70.7864,,73.325,,73.5713
1080083.IB,10攀国投债,,0.0077,,0.0942,,0.0203,60.802,1.6443,39.9673,1.4223,62.4678,0.9471,1.1912,1.2652,60.8704,61.9341,AA,AA,AA,AA,AA,,56.6252,,58.1695,,56.2257
1080091.IB,10中石油01,0.0465,0.1233,0.1746,0.3515,0.0094,0.08,99.1471,2.6153,100.404,2.3909,102.5439,1.9306,2.1613,1.8092,98.6814,100.6528,AAA,AAA,AAA,AAA,AAA,40.3218,40.053,41.144,41.3563,40.9914,41.6633
1080092.IB,10中石油02,0.0465,0.1233,0.1746,0.3515,0.0094,0.08,96.4658,6.4754,97.2197,6.2101,99.4137,5.7846,5.9929,5.8434,94.0742,96.4634,AAA,AAA,AAA,AAA,AAA,40.3218,40.053,41.144,41.3563,40.9914,41.6633
1080094.IB,10凯迪债,,-0.0194,,,,,98.7823,1.7461,61.6791,1.5104,95.1255,0.9493,1.2209,1.2529,97.943,95.683,AAA,AAA,AAA,AAA,AAA,,68.9443,,,,
1080097.IB,10中航国际债,-0.0102,0.0364,0.0626,0.1745,-0.0334,-0.0293,99.7313,2.6303,100.7052,2.4041,102.9796,1.9439,2.1756,1.8301,99.0908,101.1774,AAA,AAA,AAA,AAA,AAA,75.9149,75.8796,75.929,73.2318,73.3129,72.9969
1080101.IB,10邵阳城投债,-0.0512,0.0198,0.0022,-0.1193,-0.0154,0.1814,102.2497,1.8018,70.3234,1.5783,105.5961,1.1128,1.3504,1.4024,102.2364,104.2729,AA+,AA+,AA+,AA+,AA+,58.1339,58.294,61.1251,52.6187,53.7512,53.8723
1080104.IB,10常德城投债,-0.1044,-0.1078,-0.1343,0.0189,-0.0127,-0.0413,61.0802,1.7386,40.5817,1.5175,62.8119,1.0445,1.2822,1.3723,61.1687,62.0371,AA+,AA+,AA+,AA+,AA+,52.7009,53.6737,54.929,49.9265,50.6565,49.5398
1080107.IB,10并高铁债,,0.1154,,0.1699,,-0.0589,100.4504,1.8356,70.4987,1.6117,103.6622,1.146,1.3837,1.4503,100.3903,102.382,AA+,AA+,AA+,AA+,AA+,,28.3383,,27.0562,,26.8775
1080112.IB,10冀交通债,,0.0168,,0.4119,,0.114,95.6591,6.3675,103.0566,6.1042,100.8535,5.7109,5.9419,5.5289,93.6066,99.2087,AAA,AAA,AAA,AAA,AAA,,56.5699,,56.1847,,56.9798
1080121.IB,10大冶有色债,,-0.0351,,0.0434,,0.0043,104.2655,0.9116,104.6356,0.7569,103.3539,0.2913,0.5286,0.0846,100.0193,101.7923,AA+,AA+,AA+,AA+,AA+,,70.2204,,63.8111,,66.4412
1080127.IB,10杭交投债,0.2817,0.2085,0.8303,0.2363,0.2492,0.5595,104.7897,2.6033,105.6163,2.5121,103.0707,2.0504,2.2856,1.8644,99.2918,101.5912,AAA,AAA,AAA,AAA,AAA,70.9567,71.7337,63.5066,64.2425,62.395,62.074
1080139.IB,10开磷集团债,0.0484,0.0299,0.0301,0.0541,0.0195,0.0206,104.4962,0.9483,105.0855,0.8015,103.4932,0.3455,0.5788,0.1414,99.5905,101.6596,AA,AA,AA,AA,AA,86.8969,89.4834,89.6721,90.3031,90.3782,85.6291
1080143.IB,10青岛国信债,-0.028,0.0355,0.0092,0.0683,-0.0867,-0.0239,106.8728,2.6694,107.119,2.5843,104.5593,2.1215,2.3573,1.9354,100.8584,103.1291,AAA,AAA,AAA,AAA,AAA,62.0936,63.3601,62.759,62.0971,61.9085,61.6428
1080153.IB,10渝开投债,-0.0336,0.0155,0.0159,0.1844,0.0599,0.143,107.8322,2.6917,107.8464,2.6182,105.185,2.1569,2.3919,1.9716,101.3062,103.6644,AAA,AAA,AA+,AA+,AA+,56.058,55.4859,54.4951,53.1594,52.6871,53.6295
1080166.IB,10镇城投债,0.003,0.004,0.0085,0.0003,0.0135,0.019,108.0775,2.6695,102.2406,2.5978,101.3172,2.1126,2.3578,1.9097,99.779,100.7944,AA+,AA+,AA+,AA+,AA+,63.144,62.8114,62.7949,63.4395,64.9652,64.8599
1080170.IB,10渝水投债,0.0006,0.1794,0.0791,0.1159,0.0042,0.0126,107.2322,2.7536,106.9408,2.6688,104.2882,2.2069,2.4422,2.0217,100.4932,102.8105,AA+,AA+,AA+,AA+,AA+,49.9898,50.5024,49.8823,51.2739,51.7509,50.4753
1080171.IB,10吴江发展债,-0.0463,-0.0082,0.1272,0.1783,-0.0757,-0.096,74.2523,0.7045,42.1158,0.9309,41.5155,0.473,0.707,0.2711,40.2855,40.9874,AA+,AA+,AA+,AA+,AA+,55.1925,55.138,55.3466,50.2731,51.011,49.958
111026.SZ,05粤交通,0.0844,0.2602,0.4089,0.481,0.1061,0.2935,102.915,2.4519,103.0734,2.2272,100.8342,1.8569,1.9978,1.6675,102.4307,104.4924,AAA,AAA,AAA,AAA,AAA,72.0115,71.264,70.9783,70.866,71.089,71.8168
111032.SZ,06鲁能债,,0.1174,,0.2386,,0.0359,100.1578,3.3994,101.2323,3.1663,103.4375,2.7131,2.9395,2.6404,99.0125,101.2,AAA,AAA,AAA,AAA,AAA,,75.1384,,74.7875,,71.9297
111050.SZ,09华菱债,0.015,0.0346,0.0386,0.0831,0.0409,0.1448,100.7107,1.1886,103.3164,0.9813,101.7453,0.6115,0.8365,0.4157,101.9766,100.0981,AA+,AA+,AA+,AA,AA,84.4842,79.3388,77.7309,66.7885,65.3423,63.2233
111062.SZ,10并高铁,,0.1154,,0.1699,,-0.0589,100.4504,1.8356,100.7125,1.6117,103.6622,1.146,1.3837,1.4503,100.3903,102.382,AA+,AA+,AA+,AA+,AA+,,28.3383,,27.0562,,26.8775
111068.SZ,16清新G1,0.0039,0.0106,0.008,-0.0133,-0.0173,0.0275,100.3549,1.8475,100.6861,1.6964,99.9447,1.2307,1.4666,1.0269,96.6146,98.5721,AA,AA,AA,AA,AA,62.5918,62.3999,61.494,63.309,61.5386,60.074
111069.SZ,16格林G1,0.0111,0.0131,0.0218,0.0236,0.0099,0.0373,100.18,3.4397,100.7823,3.366,98.6371,2.9075,3.1411,2.7186,94.7787,97.0926,AA,AA,AA,AA,AA,60.9456,61.286,64.0624,64.5108,64.8733,64.737
111070.SZ,17恒逸01,0.007,0.0182,0.0415,0.0312,0.0055,0.0254,101.6965,3.8198,101.8747,3.6231,108.6408,3.2165,3.4549,3.2993,103.8535,107.4125,AA+,AA+,AA,AA,AA,61.0658,61.2088,60.3309,60.8868,63.8613,64.7841
111071.SZ,18河钢G1,0.0425,0.0514,0.1064,0.1449,0.0377,0.037,,,103.9243,,101.8895,4.0361,,3.8468,,,AAA,AAA,AAA,,,74.7918,74.9307,74.4907,74.9358,74.9877,73.8035
111072.SZ,18美尚01,-0.0938,-0.0911,-0.1269,-0.0596,-0.0131,0.0316,,,,,,,,,,,AAA,,,,,45.5234,50.1003,49.8655,58.112,56.8066,57.78
112025.SZ,11珠海债,0.0648,0.1299,0.1732,0.3948,0.0178,0.0599,106.5357,1.2611,104.9259,1.0453,103.3561,0.6495,0.8794,0.4521,106.9247,102.0401,AA,AA,AA,AA,AA,48.6968,48.9459,49.7912,47.7613,50.2511,51.2371
112027.SZ,11新兴02,0.0121,0.0472,0.0629,0.1611,0.0344,0.0814,104.6725,2.994,104.5996,2.7636,102.2658,2.4408,2.6744,2.2527,103.8167,100.65,AAA,AAA,AAA,AAA,AAA,59.6125,59.487,58.8806,57.9449,57.4785,57.4637
112034.SZ,11陕气债,0.0661,0.1264,0.1603,0.3003,0.1124,0.2182,103.9336,1.644,102.9667,1.4246,107.3049,0.9574,1.1932,0.826,103.9196,105.8342,AA+,AA+,AA+,AA+,AA+,46.7689,46.8942,46.2785,46.6916,48.7744,49.8574
112044.SZ,11中泰01,-0.0464,0.0626,0.1363,0.1478,0.0006,0.0221,108.9691,0.9472,106.7778,0.8069,105.503,0.3421,0.5789,0.1363,102.2923,104.0247,AA,AA,AA,AA,AA,65.4434,65.5298,65.4852,65.5794,66.944,67.1046
112051.SZ,11报喜02,-0.0258,-0.0422,0.0603,0.2718,-0.0018,-0.048,106.1071,0.9757,105.9777,0.8407,104.2306,0.3934,0.623,0.1919,99.8918,102.2071,AA,AA,AA,AA,AA,39.2604,35.7184,36.367,40.6285,37.7345,34.4217
112052.SZ,11许继债,-0.1176,-0.107,-0.1133,-0.0049,-0.0483,-0.073,107.8644,1.0251,105.9115,0.8735,104.5435,0.4131,0.6481,0.2093,101.3139,103.0929,AA+,AA+,AA,AA,AA,45.4854,48.2914,46.3483,46.9273,43.8127,44.6002
112059.SZ,11联化债,0.0926,0.1901,0.4466,0.427,0.0141,0.0467,107.3999,1.2344,105.4493,1.0191,103.8576,0.6284,0.8583,0.4307,107.8472,102.4959,AA,AA,AA,AA,AA,23.9211,35.0663,33.6307,34.8399,32.2369,27.3956
112067.SZ,11冀东02,-0.0035,0.0344,0.0882,0.1219,0.0087,0.0501,101.7584,2.1483,103.4401,1.9288,99.5323,1.5603,1.799,1.3868,101.8236,98.4502,AA+,AA+,AA+,AA+,AA+,73.8052,73.2297,72.3242,72.5263,73.4188,72.6709
112070.SZ,12中泰债,-0.0464,0.0626,0.1363,0.1478,0.0006,0.0221,105.406,1.3157,104.264,1.1,102.6221,0.7021,0.9299,0.5069,105.7906,101.2726,AA,AA,AA,AA,AA,65.4434,65.5298,65.4852,65.5794,66.944,67.1046
112073.SZ,11三钢02,0.1231,0.1989,0.3242,0.7175,0.029,0.2823,103.9886,1.3421,103.0449,1.1294,101.5579,0.7392,0.9002,0.5467,104.6965,106.8951,AA,AA,AA,AA,AA,42.6573,38.0228,38.5706,30.094,31.1119,35.7125
112076.SZ,12雅致02,-0.0654,0.0013,0.0553,-0.067,-0.2363,-0.1466,105.5505,1.3641,104.2155,1.1479,102.5393,0.7503,0.9169,0.5565,105.8928,107.8925,AA+,AA+,AA+,AA+,AA+,57.2265,58.8108,62.7254,59.4222,61.7951,63.8818
112109.SZ,12南糖债,-0.245,-0.2893,-0.194,-0.2096,-0.2106,-0.2312,101.9569,1.7548,106.3827,1.5391,104.4907,1.0605,1.31,0.8668,102.3338,104.4892,AA,AA,AA,AA,AA,79.5815,77.3692,78.0112,80.8403,85.3076,88.1382
112114.SZ,12冀东02,-0.0035,0.0344,0.0882,0.1219,0.0087,0.0501,105.2155,1.7378,104.7971,1.6238,103.2713,1.1603,1.398,0.9636,99.5928,102.0411,AA+,AA+,AA+,AA+,AA+,73.8052,73.2297,72.3242,72.5263,73.4188,72.6709
112115.SZ,12冀东03,-0.0035,0.0344,0.0882,0.1219,0.0087,0.0501,101.8206,3.9262,103.8151,3.9368,100.8283,3.5033,3.7444,3.3256,94.9553,99.7829,AA+,AA+,AA+,AA+,AA+,73.8052,73.2297,72.3242,72.5263,73.4188,72.6709
112117.SZ,12福发债,-0.3247,-0.2451,-0.3103,0.1024,-0.2404,-0.2608,108.717,0.9059,106.6755,0.7651,105.4807,0.2971,0.5353,0.0901,102.3434,104.0241,AA+,AA+,AA+,AA+,AA+,18.8901,23.8194,23.5955,25.5145,22.5886,23.4679
112121.SZ,12景兴债,-0.1808,-0.0401,-0.0145,-0.0065,0.0864,0.1162,107.2897,0.0376,106.0927,1.6215,104.2863,1.1595,1.3944,0.9651,100.3914,102.7304,AA,AA,AA,AA,AA,39.3567,39.1284,37.6686,36.8297,34.1582,35.215
112123.SZ,12中山01,0.0236,0.0567,0.1513,0.2241,0.0704,0.1251,107.2531,1.817,106.7947,1.6932,104.9067,1.2247,1.4612,1.0314,101.7272,103.5517,AA+,AA+,AA+,AA+,AA+,22.5185,27.8248,22.613,22.7687,22.9853,27.5026
112128.SZ,12湘金01,0.0493,0.1449,0.2877,0.2885,-0.0037,0.0901,105.5846,0.0729,105.5262,1.6954,103.4602,1.2304,1.4659,1.0388,99.946,102.003,AA+,AA+,AA+,AA+,AA+,31.2549,31.986,31.3876,32.6739,31.221,28.8001
112139.SZ,12北新债,-0.0333,-0.006,-0.0282,0.0331,-0.0257,0.0141,104.7419,1.0732,104.5895,0.9159,103.0696,0.4618,0.6942,0.26,99.6295,101.5392,AA,AA,AA,AA,AA,78.4905,79.5275,80.0862,83.4191,82.4528,82.8667
112140.SZ,12基地债,-0.0654,0.0013,0.0553,-0.067,-0.2363,-0.1466,107.6965,1.9419,105.3533,1.8203,104.1972,1.3449,1.5872,1.1447,101.7428,103.4415,AAA,AAA,AA+,AA+,AA+,57.2265,58.8108,62.7254,59.4222,61.7951,63.8818
112142.SZ,12格林债,0.0111,0.0131,0.0218,0.0236,0.0099,0.0373,106.969,1.4552,107.1556,2.6223,104.6212,2.1626,2.3964,1.976,100.5714,102.9723,AA,AA,AA,AA,AA,60.9456,61.286,64.0624,64.5108,64.8733,64.737
112143.SZ,12粤电01,-0.0546,0.0169,-0.0044,0.0202,-0.0143,0.0141,103.9558,1.1553,103.97,0.9414,102.4059,0.5398,0.7707,0.3402,104.5298,100.9563,AA,AA,AA,AA,AA,82.6744,83.251,83.5365,83.3217,83.0715,83.3269
112154.SZ,12盐湖01,-0.021,0.0167,0.015,0.0543,0.058,0.084,102.7379,0.3789,104.5398,0.1718,102.4596,1.547,1.78,1.3557,104.0277,100.7622,AAA,AAA,AAA,AAA,AAA,68.7342,68.9647,69.112,73.0204,72.5229,73.5301
112162.SZ,12粤电债,0.0276,0.0876,0.184,0.1909,0.0788,0.1737,103.1443,0.4159,103.98,0.2057,102.0707,1.5958,1.83,1.4031,104.0978,100.5025,AAA,AAA,AAA,AAA,AAA,58.09,58.8393,58.2094,58.1694,58.32,59.4752
112171.SZ,12久联债,0.0128,0.0206,0.0527,0.1633,-0.0567,-0.067,104.5969,2.2622,103.9382,1.1784,101.9015,1.6733,0.9479,1.4817,104.7416,106.3665,AA,AA,AA,AA,AA,66.1942,68.0672,67.8863,69.2195,68.7336,69.4688
112179.SZ,13南洋债,-0.4874,-0.6261,-0.4213,0.1472,-0.1039,-0.1476,102.7384,1.4716,102.7221,0.3904,100.532,1.7536,1.0219,1.5636,103.4921,105.1028,AA,AA,AA,AA,AA,13.4242,14.2745,16.4808,16.523,16.6438,17.0076
112190.SZ,11亚迪02,-0.033,-0.0445,0.0076,0.0606,-0.002,-0.0135,101.9768,0.9141,106.2706,0.7078,105.2817,0.2332,0.4743,0.0246,102.5279,104.0237,AAA,AAA,AAA,AAA,AAA,61.5018,62.8133,64.2587,66.3348,66.9674,68.9661
112196.SZ,13苏宁债,-0.0861,-0.0799,-0.1341,-0.1028,-0.0386,-0.0673,107.6814,1.8399,107.0534,1.7211,105.0333,1.2552,1.49,1.0631,101.5708,103.4882,AAA,AAA,AAA,AAA,AAA,46.2763,46.1513,45.7874,46.8277,48.2705,52.0735
112199.SZ,14铁岭债,-0.0358,-0.0488,0.4376,0.5178,0.0264,0.0157,104.3894,1.2135,104.306,1.006,101.9081,0.6435,0.8614,0.4558,105.6829,100.0199,AA,AA,AA,AA,AA,53.619,54.4365,49.4709,47.7846,47.0699,47.2323
112201.SZ,14机电01,-0.0277,-0.0409,-0.0264,0.2049,-0.0507,-0.0489,105.8946,1.3363,104.4517,1.1188,103.0573,0.7151,0.9443,0.5173,106.0921,101.6848,AAA,AAA,AAA,AAA,AAA,55.8901,56.3751,56.9233,52.4978,51.6153,58.6581
112203.SZ,14北农债,-0.1216,-0.0811,-0.0101,0.1055,-0.1134,-0.0821,106.3812,1.3526,104.6816,1.1368,102.9707,0.7444,0.9062,0.5509,106.7704,108.8211,AA+,AA+,AA+,AA+,AA+,35.7121,35.5625,38.0223,38.8962,37.4743,42.3444
112204.SZ,14好想债,0.8805,1.0391,0.6201,0.158,0.377,0.5061,107.3653,1.3742,104.5624,1.1604,103.1063,0.7783,0.9304,0.586,107.9812,110.138,AA,AA,AA,AA,AA,29.1308,24.7724,32.8244,36.4647,34.2122,29.9207
112208.SZ,14华邦01,0.036,-0.0148,0.0012,0.0592,-0.0045,0.0283,104.0608,1.5286,103.0647,1.3116,101.2175,0.9079,1.0813,0.7205,104.3115,106.3619,AA+,AA+,AA+,AA+,AA+,56.7505,57.0271,57.7748,54.2914,54.3769,52.3634
112211.SZ,14搜特01,-0.0715,-0.309,-0.3504,-0.2195,-0.0769,-0.0767,104.9625,1.5584,103.4422,1.3425,109.2135,0.8791,1.1137,0.7649,105.335,107.5719,AA,AA,AA,AA,AA,29.9598,33.8713,39.4778,42.2052,44.2203,45.7082
112213.SZ,14中超债,-0.0201,-0.06,-0.0546,0.0124,0.021,0.0324,102.0296,1.5512,102.0785,1.3376,107.8087,0.8868,1.1111,0.7643,102.6279,105.0763,AA,AA,AA,AA,AA,65.1508,66.8715,68.7998,68.7385,68.9381,72.2344
112214.SZ,14杰赛债,-0.1448,-0.2592,-0.1796,0.0511,-0.1712,-0.2475,103.0744,1.5953,102.3793,1.3793,107.2582,0.9161,1.1506,0.7947,103.418,105.6331,AA,AA,AA,AA,AA,63.9765,64.2812,65.7895,65.4542,65.1833,64.8385
112215.SZ,14万马01,-0.328,-0.4365,-0.447,-0.3705,-0.1015,0.0806,101.2774,1.5961,101.4189,1.3827,106.3075,0.925,1.1567,0.8086,101.8835,104.3774,AA,AA,AA,AA,AA,38.6133,39.6128,40.7144,43.3951,43.2851,48.608
112216.SZ,14欣旺01,0.0025,-0.0698,-0.0418,-0.0179,0.0231,0.046,103.3638,1.6075,101.5795,1.3943,108.0251,0.9322,1.1666,0.8178,104.0086,106.3577,AA,AA,AA,AA,AA,68.3109,72.1891,73.541,76.3765,61.8819,65.7343
112217.SZ,14东江01,0.0323,0.0324,0.1691,0.2118,0.0174,0.0918,102.9531,1.6544,102.1617,1.4368,106.6795,0.9711,1.2069,0.8435,103.126,105.204,AA+,AA+,AA,AA,AA,55.2677,52.2689,52.5033,53.2275,52.0972,53.1917
112219.SZ,14渝发债,0.114,0.2915,0.3612,0.4394,0.0107,0.1047,103.2401,1.6924,102.2235,1.4735,106.6094,1.0059,1.2427,0.8746,103.2817,105.2519,AAA,AAA,AAA,AAA,AAA,48.9464,48.4515,47.8536,45.1933,44.7385,45.6394
112220.SZ,14福星01,-0.0127,0.0084,-0.1159,0.0073,-0.0774,-0.1076,104.5357,1.671,101.8537,1.4574,109.2175,0.9953,1.2299,0.884,105.1515,107.5463,AA,AA,AA,AA,AA,72.204,73.7016,75.1506,75.7274,75.0796,75.826
112221.SZ,14万里债,0.1186,0.0719,0.1591,0.1114,0.0073,0.1024,100.9481,1.6811,100.015,1.4679,105.5917,1.0066,1.2407,0.8826,101.5736,103.9349,AA,AA,AA,AA,AA,37.2123,35.1732,33.3237,32.3177,31.0755,35.1992
112223.SZ,14江泥01,-0.0369,0.0366,0.2064,0.5132,0.0877,0.2612,102.3803,1.7552,101.5358,1.5375,106.2559,1.0734,1.3084,0.9449,102.5411,104.6981,AA,AA,AA,AA,AA,47.9123,48.3014,49.5489,44.6705,42.8151,40.0251
112224.SZ,14兴蓉01,0.0601,0.1601,0.2576,0.3766,0.0609,0.1721,100.2509,1.7805,106.1793,1.5634,104.1092,1.0995,1.3336,0.9079,100.4599,102.5007,AAA,AAA,AAA,AAA,AAA,45.3901,45.0838,44.1202,45.6978,44.0696,44.1176
112225.SZ,14恒运01,0.0523,0.0816,0.1058,0.1337,0.0137,0.047,101.2148,1.7878,106.688,1.5689,104.6737,1.1027,1.3388,0.9105,101.2442,103.2601,AA,AA,AA,AA,AA,51.9349,53.9962,52.7885,54.1766,56.6086,58.4052
112226.SZ,14科陆01,-0.0184,-0.0133,-0.0108,0.0275,-0.0016,-0.003,102.1391,1.7628,108.3613,1.5455,106.1743,1.0825,1.317,0.8916,102.3446,104.5567,AA,AA,AA,AA,AA,67.5865,68.01,67.4533,67.882,68.3047,69.6462
112228.SZ,14怡亚债,-0.0765,-0.0692,-0.0668,0.0012,0.0227,0.0615,100.316,1.7657,103.6804,1.5521,101.2842,1.0572,1.3252,0.8684,100.8939,103.2706,AA,AA,AA,AA,AA,81.5125,81.2054,81.8567,81.6934,81.4574,79.7212
112229.SZ,14白药01,-0.1286,0.1374,0.1732,0.1536,0.0427,0.2533,106.7939,1.7986,106.4421,1.6658,104.6087,1.1973,1.4331,1.0036,101.4432,103.1821,AAA,AAA,AAA,AAA,AAA,34.4511,33.1915,34.0205,34.5081,33.7428,33.126
112230.SZ,14司尔01,-0.2901,-0.3963,-0.2004,0.0846,-0.1104,-0.1578,106.498,0.0301,106.4002,1.6337,104.1537,1.1724,1.406,0.9823,100.2131,102.475,AA,AA,AA,AA,AA,32.0165,27.4439,27.9993,24.6962,31.205,32.3031
112231.SZ,14金贵债,0.0845,0.0337,0.1204,0.1138,0.0196,0.0692,108.4554,1.7653,104.963,1.6542,103.7559,1.175,1.4257,0.9751,101.6756,103.8841,AA,AA,AA,AA,AA,69.5236,56.6094,59.3615,60.4593,57.7975,62.148
