,symbol,special_type,shenwan_industry,status
300641.XSHE,正丹股份,Normal,801030.INDX,Active
002819.XSHE,东方中科,Normal,801890.INDX,Active
300501.XSHE,海顺新材,Normal,801140.INDX,Active
603079.XSHG,圣达生物,Normal,801150.INDX,Active
000831.XSHE,五矿稀土,Normal,801050.INDX,Active
603768.XSHG,常青股份,Normal,801880.INDX,Active
300067.XSHE,安诺其,Normal,801030.INDX,Active
000049.XSHE,德赛电池,Normal,801080.INDX,Active
002229.XSHE,鸿博股份,Normal,801140.INDX,Active
600000.XSHG,浦发银行,Normal,801780.INDX,Active
600871.XSHG,*ST油服,StarST,801020.INDX,Active
300514.XSHE,友讯达,Normal,801730.INDX,Active
601016.XSHG,节能风电,Normal,801160.INDX,Active
600166.XSHG,福田汽车,Normal,801880.INDX,Active
603568.XSHG,伟明环保,Normal,801160.INDX,Active
002271.XSHE,东方雨虹,Normal,801710.INDX,Active
300721.XSHE,怡达股份,Normal,801030.INDX,Active
002331.XSHE,皖通科技,Normal,801750.INDX,Active
002824.XSHE,和胜股份,Normal,801050.INDX,Active
300420.XSHE,五洋停车,Normal,801890.INDX,Active
300302.XSHE,同有科技,Normal,801750.INDX,Active
600176.XSHG,中国巨石,Normal,801030.INDX,Active
002682.XSHE,龙洲股份,Normal,801170.INDX,Active
000758.XSHE,中色股份,Normal,801050.INDX,Active
002263.XSHE,*ST东南,StarST,801030.INDX,Active
600699.XSHG,均胜电子,Normal,801880.INDX,Active
002876.XSHE,三利谱,Normal,801080.INDX,Active
002612.XSHE,朗姿股份,Normal,801130.INDX,Active
300124.XSHE,汇川技术,Normal,801730.INDX,Active
002435.XSHE,长江润发,Normal,801150.INDX,Active
603183.XSHG,建研院,Normal,801230.INDX,Active
300553.XSHE,集智股份,Normal,801890.INDX,Active
300723.XSHE,一品红,Normal,801150.INDX,Active
300581.XSHE,晨曦航空,Normal,801740.INDX,Active
300710.XSHE,万隆光电,Normal,801770.INDX,Active
603259.XSHG,药明康德,Normal,801150.INDX,Active
300431.XSHE,暴风集团,Normal,801760.INDX,Active
601998.XSHG,中信银行,Normal,801780.INDX,Active
000762.XSHE,西藏矿业,Normal,801020.INDX,Active
600513.XSHG,联环药业,Normal,801150.INDX,Active
000158.XSHE,常山北明,Normal,801750.INDX,Active
300636.XSHE,同和药业,Normal,801150.INDX,Active
300316.XSHE,晶盛机电,Normal,801730.INDX,Active
600311.XSHG,荣华实业,Normal,801050.INDX,Active
002388.XSHE,新亚制程,Normal,801080.INDX,Active
002088.XSHE,鲁阳节能,Normal,801710.INDX,Active
600001.XSHG,邯郸钢铁,Normal,,Delisted
002122.XSHE,*ST天马,StarST,801890.INDX,Active
600189.XSHG,吉林森工,Normal,801010.INDX,Active
603226.XSHG,菲林格尔,Normal,801140.INDX,Active
600545.XSHG,卓郎智能,Normal,801890.INDX,Active
002363.XSHE,隆基机械,Normal,801880.INDX,Active
002130.XSHE,沃尔核材,Normal,801050.INDX,Active
002159.XSHE,三特索道,Normal,801210.INDX,Active
603686.XSHG,龙马环卫,Normal,801890.INDX,Active
002248.XSHE,华东数控,Normal,801890.INDX,Active
300317.XSHE,珈伟股份,Normal,801730.INDX,Active
603136.XSHG,天目湖,Normal,801210.INDX,Active
002319.XSHE,乐通股份,Normal,801030.INDX,Active
002355.XSHE,兴民智通,Normal,801880.INDX,Active
603797.XSHG,联泰环保,Normal,801160.INDX,Active
600496.XSHG,精工钢构,Normal,801720.INDX,Active
600764.XSHG,中国海防,Normal,801740.INDX,Active
601163.XSHG,三角轮胎,Normal,801030.INDX,Active
300111.XSHE,向日葵,Normal,801730.INDX,Active
300628.XSHE,亿联网络,Normal,801770.INDX,Active
300466.XSHE,赛摩电气,Normal,801730.INDX,Active
601828.XSHG,美凯龙,Normal,801200.INDX,Active
600378.XSHG,天科股份,Normal,801030.INDX,Active
600828.XSHG,茂业商业,Normal,801200.INDX,Active
600288.XSHG,大恒科技,Normal,801080.INDX,Active
300368.XSHE,汇金股份,Normal,801750.INDX,Active
600853.XSHG,龙建股份,Normal,801720.INDX,Active
600833.XSHG,第一医药,Normal,801150.INDX,Active
002199.XSHE,东晶电子,Normal,801080.INDX,Active
600697.XSHG,欧亚集团,Normal,801200.INDX,Active
603316.XSHG,诚邦股份,Normal,801720.INDX,Active
002600.XSHE,领益智造,Normal,801080.INDX,Active
600509.XSHG,天富能源,Normal,801160.INDX,Active
603177.XSHG,德创环保,Normal,801160.INDX,Active
000040.XSHE,东旭蓝天,Normal,801160.INDX,Active
300269.XSHE,联建光电,Normal,801760.INDX,Active
300531.XSHE,优博讯,Normal,801770.INDX,Active
600819.XSHG,耀皮玻璃,Normal,801710.INDX,Active
601966.XSHG,玲珑轮胎,Normal,801030.INDX,Active
600498.XSHG,烽火通信,Normal,801770.INDX,Active
600848.XSHG,上海临港,Normal,801180.INDX,Active
002443.XSHE,金洲管道,Normal,801040.INDX,Active
603228.XSHG,景旺电子,Normal,801080.INDX,Active
600933.XSHG,爱柯迪,Normal,801880.INDX,Active
300345.XSHE,红宇新材,Normal,801890.INDX,Active
603712.XSHG,七一二,Normal,801770.INDX,Active
000582.XSHE,北部湾港,Normal,801170.INDX,Active
300258.XSHE,精锻科技,Normal,801880.INDX,Active
300323.XSHE,华灿光电,Normal,801080.INDX,Active
603628.XSHG,清源股份,Normal,801730.INDX,Active
002896.XSHE,中大力德,Normal,801890.INDX,Active
000690.XSHE,宝新能源,Normal,801160.INDX,Active
600508.XSHG,上海能源,Normal,801020.INDX,Active
000571.XSHE,新大洲A,Normal,801020.INDX,Active
601238.XSHG,广汽集团,Normal,801880.INDX,Active
603656.XSHG,泰禾光电,Normal,801890.INDX,Active
600896.XSHG,*ST海投,StarST,801150.INDX,Active
000020.XSHE,深华发A,Normal,801080.INDX,Active
600521.XSHG,华海药业,Normal,801150.INDX,Active
600017.XSHG,日照港,Normal,801170.INDX,Active
600090.XSHG,同济堂,Normal,801150.INDX,Active
300346.XSHE,南大光电,Normal,801080.INDX,Active
603838.XSHG,四通股份,Normal,801140.INDX,Active
601619.XSHG,嘉泽新能,Normal,801160.INDX,Active
603298.XSHG,杭叉集团,Normal,801890.INDX,Active
603266.XSHG,天龙股份,Normal,801030.INDX,Active
002526.XSHE,山东矿机,Normal,801890.INDX,Active
600869.XSHG,智慧能源,Normal,801730.INDX,Active
603817.XSHG,海峡环保,Normal,801160.INDX,Active
002643.XSHE,万润股份,Normal,801030.INDX,Active
300745.XSHE,欣锐科技,Normal,801730.INDX,Active
000592.XSHE,平潭发展,Normal,801010.INDX,Active
603890.XSHG,春秋电子,Normal,801080.INDX,Active
601958.XSHG,金钼股份,Normal,801050.INDX,Active
000937.XSHE,冀中能源,Normal,801020.INDX,Active
601068.XSHG,中铝国际,Normal,,UNKNOWN
002812.XSHE,创新股份,Normal,801140.INDX,Active
000635.XSHE,英力特,Normal,801030.INDX,Active
000697.XSHE,炼石有色,Normal,801050.INDX,Active
300692.XSHE,中环环保,Normal,801160.INDX,Active
600183.XSHG,生益科技,Normal,801080.INDX,Active
002126.XSHE,银轮股份,Normal,801880.INDX,Active
002730.XSHE,电光科技,Normal,801890.INDX,Active
002521.XSHE,齐峰新材,Normal,801140.INDX,Active
000682.XSHE,东方电子,Normal,801730.INDX,Active
000023.XSHE,深天地A,Normal,801710.INDX,Active
000503.XSHE,国新健康,Normal,801150.INDX,Active
300016.XSHE,北陆药业,Normal,801150.INDX,Active
300715.XSHE,凯伦股份,Normal,801710.INDX,Active
600523.XSHG,贵航股份,Normal,801880.INDX,Active
603313.XSHG,梦百合,Normal,801140.INDX,Active
300403.XSHE,地尔汉宇,Normal,801110.INDX,Active
300248.XSHE,新开普,Normal,801750.INDX,Active
603393.XSHG,新天然气,Normal,801160.INDX,Active
600864.XSHG,哈投股份,Normal,801790.INDX,Active
002803.XSHE,吉宏股份,Normal,801140.INDX,Active
603881.XSHG,数据港,Normal,801750.INDX,Active
300716.XSHE,国立科技,Normal,801030.INDX,Active
300043.XSHE,星辉娱乐,Normal,801760.INDX,Active
002094.XSHE,青岛金王,Normal,801030.INDX,Active
002727.XSHE,一心堂,Normal,801150.INDX,Active
600368.XSHG,五洲交通,Normal,801170.INDX,Active
002043.XSHE,兔宝宝,Normal,801710.INDX,Active
603955.XSHG,大千生态,Normal,801720.INDX,Active
002422.XSHE,科伦药业,Normal,801150.INDX,Active
002165.XSHE,红宝丽,Normal,801030.INDX,Active
002515.XSHE,金字火腿,Normal,801120.INDX,Active
000018.XSHE,神州长城,Normal,801720.INDX,Active
002558.XSHE,巨人网络,Normal,801760.INDX,Active
300011.XSHE,鼎汉技术,Normal,801730.INDX,Active
002535.XSHE,林州重机,Normal,801890.INDX,Active
600487.XSHG,亨通光电,Normal,801770.INDX,Active
002566.XSHE,益盛药业,Normal,801150.INDX,Active
002522.XSHE,浙江众成,Normal,801140.INDX,Active
002776.XSHE,柏堡龙,Normal,801130.INDX,Active
002559.XSHE,亚威股份,Normal,801890.INDX,Active
000090.XSHE,天健集团,Normal,801180.INDX,Active
300160.XSHE,秀强股份,Normal,801110.INDX,Active
601330.XSHG,绿色动力,Normal,801160.INDX,Active
300113.XSHE,顺网科技,Normal,801760.INDX,Active
002216.XSHE,三全食品,Normal,801120.INDX,Active
000912.XSHE,*ST天化,StarST,801030.INDX,Active
000547.XSHE,航天发展,Normal,801740.INDX,Active
002350.XSHE,北京科锐,Normal,801730.INDX,Active
300706.XSHE,阿石创,Normal,801050.INDX,Active
300074.XSHE,华平股份,Normal,801750.INDX,Active
603356.XSHG,华菱精工,Normal,801890.INDX,Active
600879.XSHG,航天电子,Normal,801740.INDX,Active
600770.XSHG,综艺股份,Normal,801230.INDX,Active
600738.XSHG,兰州民百,Normal,801200.INDX,Active
300443.XSHE,金雷风电,Normal,801730.INDX,Active
600285.XSHG,羚锐制药,Normal,801150.INDX,Active
603839.XSHG,安正时尚,Normal,801130.INDX,Active
000536.XSHE,华映科技,Normal,801080.INDX,Active
000089.XSHE,深圳机场,Normal,801170.INDX,Active
002761.XSHE,多喜爱,Normal,801130.INDX,Active
600283.XSHG,钱江水利,Normal,801160.INDX,Active
002339.XSHE,积成电子,Normal,801730.INDX,Active
600627.XSHG,上电股份,Normal,,Delisted
603899.XSHG,晨光文具,Normal,801140.INDX,Active
002201.XSHE,九鼎新材,Normal,801030.INDX,Active
600987.XSHG,航民股份,Normal,801130.INDX,Active
000723.XSHE,美锦能源,Normal,801020.INDX,Active
002480.XSHE,新筑股份,Normal,801890.INDX,Active
600690.XSHG,青岛海尔,Normal,801110.INDX,Active
600870.XSHG,*ST厦华,StarST,801110.INDX,Active
300691.XSHE,联合光电,Normal,801080.INDX,Active
002565.XSHE,顺灏股份,Normal,801140.INDX,Active
000506.XSHE,中润资源,Normal,801180.INDX,Active
600760.XSHG,中航沈飞,Normal,801740.INDX,Active
600173.XSHG,卧龙地产,Normal,801180.INDX,Active
600821.XSHG,津劝业,Normal,801200.INDX,Active
300353.XSHE,东土科技,Normal,801770.INDX,Active
603657.XSHG,春光科技,Normal,801030.INDX,Active
603602.XSHG,纵横通信,Normal,801770.INDX,Active
002177.XSHE,御银股份,Normal,801750.INDX,Active
002384.XSHE,东山精密,Normal,801080.INDX,Active
603990.XSHG,麦迪科技,Normal,801750.INDX,Active
300050.XSHE,世纪鼎利,Normal,801770.INDX,Active
300665.XSHE,飞鹿股份,Normal,801030.INDX,Active
002699.XSHE,美盛文化,Normal,801760.INDX,Active
002683.XSHE,宏大爆破,Normal,801030.INDX,Active
002295.XSHE,精艺股份,Normal,801050.INDX,Active
600353.XSHG,旭光股份,Normal,801080.INDX,Active
000050.XSHE,深天马A,Normal,801080.INDX,Active
002347.XSHE,泰尔股份,Normal,801890.INDX,Active
000875.XSHE,吉电股份,Normal,801160.INDX,Active
603059.XSHG,倍加洁,Normal,801140.INDX,Active
300424.XSHE,航新科技,Normal,801740.INDX,Active
603996.XSHG,中新科技,Normal,801110.INDX,Active
002866.XSHE,传艺科技,Normal,801080.INDX,Active
000948.XSHE,南天信息,Normal,801750.INDX,Active
300506.XSHE,名家汇,Normal,801720.INDX,Active
002625.XSHE,光启技术,Normal,801880.INDX,Active
603766.XSHG,隆鑫通用,Normal,801880.INDX,Active
002613.XSHE,北玻股份,Normal,801890.INDX,Active
600369.XSHG,西南证券,Normal,801790.INDX,Active
601588.XSHG,北辰实业,Normal,801180.INDX,Active
002119.XSHE,康强电子,Normal,801080.INDX,Active
600650.XSHG,锦江投资,Normal,801170.INDX,Active
600011.XSHG,华能国际,Normal,801160.INDX,Active
600345.XSHG,长江通信,Normal,801770.INDX,Active
603980.XSHG,吉华集团,Normal,801030.INDX,Active
000637.XSHE,茂化实华,Normal,801030.INDX,Active
000338.XSHE,潍柴动力,Normal,801880.INDX,Active
600086.XSHG,东方金钰,Normal,801140.INDX,Active
300219.XSHE,鸿利智汇,Normal,801080.INDX,Active
600025.XSHG,华能水电,Normal,801160.INDX,Active
300274.XSHE,阳光电源,Normal,801730.INDX,Active
300532.XSHE,今天国际,Normal,801750.INDX,Active
002056.XSHE,横店东磁,Normal,801080.INDX,Active
603777.XSHG,来伊份,Normal,801120.INDX,Active
600783.XSHG,鲁信创投,Normal,801790.INDX,Active
600240.XSHG,华业资本,Normal,801180.INDX,Active
002855.XSHE,捷荣技术,Normal,801080.INDX,Active
000055.XSHE,方大集团,Normal,801720.INDX,Active
002765.XSHE,蓝黛传动,Normal,801880.INDX,Active
600549.XSHG,厦门钨业,Normal,801050.INDX,Active
002690.XSHE,美亚光电,Normal,801890.INDX,Active
300161.XSHE,华中数控,Normal,801890.INDX,Active
002392.XSHE,北京利尔,Normal,801710.INDX,Active
300527.XSHE,中国应急,Normal,801740.INDX,Active
000537.XSHE,广宇发展,Normal,801180.INDX,Active
002052.XSHE,同洲电子,Normal,801110.INDX,Active
600995.XSHG,文山电力,Normal,801160.INDX,Active
600151.XSHG,航天机电,Normal,801730.INDX,Active
600801.XSHG,华新水泥,Normal,801710.INDX,Active
600898.XSHG,国美通讯,Normal,801200.INDX,Active
300376.XSHE,易事特,Normal,801730.INDX,Active
600548.XSHG,深高速,Normal,801170.INDX,Active
300590.XSHE,移为通信,Normal,801770.INDX,Active
603043.XSHG,广州酒家,Normal,801120.INDX,Active
603022.XSHG,新通联,Normal,801140.INDX,Active
603669.XSHG,灵康药业,Normal,801150.INDX,Active
603767.XSHG,中马传动,Normal,801880.INDX,Active
300658.XSHE,延江股份,Normal,801130.INDX,Active
300538.XSHE,同益股份,Normal,801030.INDX,Active
300003.XSHE,乐普医疗,Normal,801150.INDX,Active
601169.XSHG,北京银行,Normal,801780.INDX,Active
002818.XSHE,富森美,Normal,801200.INDX,Active
002073.XSHE,软控股份,Normal,801890.INDX,Active
600029.XSHG,南方航空,Normal,801170.INDX,Active
002750.XSHE,龙津药业,Normal,801150.INDX,Active
300217.XSHE,东方电热,Normal,801110.INDX,Active
002639.XSHE,雪人股份,Normal,801890.INDX,Active
300318.XSHE,博晖创新,Normal,801150.INDX,Active
000545.XSHE,金浦钛业,Normal,801030.INDX,Active
300617.XSHE,安靠智电,Normal,801730.INDX,Active
002296.XSHE,辉煌科技,Normal,801750.INDX,Active
600776.XSHG,东方通信,Normal,801770.INDX,Active
002868.XSHE,绿康生化,Normal,801010.INDX,Active
300065.XSHE,海兰信,Normal,801750.INDX,Active
002487.XSHE,大金重工,Normal,801890.INDX,Active
600020.XSHG,中原高速,Normal,801170.INDX,Active
000559.XSHE,万向钱潮,Normal,801880.INDX,Active
601028.XSHG,玉龙股份,Normal,801890.INDX,Active
600115.XSHG,东方航空,Normal,801170.INDX,Active
002533.XSHE,金杯电工,Normal,801730.INDX,Active
603848.XSHG,好太太,Normal,801140.INDX,Active
000613.XSHE,大东海A,Normal,801210.INDX,Active
600143.XSHG,金发科技,Normal,801030.INDX,Active
600468.XSHG,百利电气,Normal,801730.INDX,Active
603876.XSHG,鼎胜新材,Normal,801050.INDX,Active
002298.XSHE,中电兴发,Normal,801730.INDX,Active
603858.XSHG,步长制药,Normal,801150.INDX,Active
002713.XSHE,东易日盛,Normal,801720.INDX,Active
600665.XSHG,天地源,Normal,801180.INDX,Active
002283.XSHE,天润曲轴,Normal,801880.INDX,Active
600809.XSHG,山西汾酒,Normal,801120.INDX,Active
603773.XSHG,沃格光电,Normal,801080.INDX,Active
600555.XSHG,海航创新,Normal,801210.INDX,Active
000766.XSHE,通化金马,Normal,801150.INDX,Active
600958.XSHG,东方证券,Normal,801790.INDX,Active
000883.XSHE,湖北能源,Normal,801160.INDX,Active
002823.XSHE,凯中精密,Normal,801730.INDX,Active
601208.XSHG,东材科技,Normal,801030.INDX,Active
300132.XSHE,青松股份,Normal,801030.INDX,Active
600377.XSHG,宁沪高速,Normal,801170.INDX,Active
300006.XSHE,莱美药业,Normal,801150.INDX,Active
002582.XSHE,好想你,Normal,801120.INDX,Active
600607.XSHG,上实医药,Normal,,Delisted
600718.XSHG,东软集团,Normal,801750.INDX,Active
002314.XSHE,南山控股,Normal,801180.INDX,Active
600858.XSHG,银座股份,Normal,801200.INDX,Active
300578.XSHE,会畅通讯,Normal,801770.INDX,Active
002247.XSHE,帝龙文化,Normal,801760.INDX,Active
002287.XSHE,奇正藏药,Normal,801150.INDX,Active
002062.XSHE,宏润建设,Normal,801720.INDX,Active
600376.XSHG,首开股份,Normal,801180.INDX,Active
000756.XSHE,新华制药,Normal,801150.INDX,Active
000676.XSHE,智度股份,Normal,801760.INDX,Active
603698.XSHG,航天工程,Normal,801720.INDX,Active
603638.XSHG,艾迪精密,Normal,801890.INDX,Active
000786.XSHE,北新建材,Normal,801710.INDX,Active
002607.XSHE,亚夏汽车,Normal,801880.INDX,Active
300252.XSHE,金信诺,Normal,801770.INDX,Active
300729.XSHE,乐歌股份,Normal,801140.INDX,Active
600681.XSHG,百川能源,Normal,801160.INDX,Active
000502.XSHE,绿景控股,Normal,801180.INDX,Active
603587.XSHG,地素时尚,Normal,801130.INDX,Active
000916.XSHE,华北高速,Normal,,Delisted
300627.XSHE,华测导航,Normal,801750.INDX,Active
603389.XSHG,亚振家居,Normal,801140.INDX,Active
002564.XSHE,天沃科技,Normal,801890.INDX,Active
002927.XSHE,泰永长征,Normal,801730.INDX,Active
002626.XSHE,金达威,Normal,801150.INDX,Active
300122.XSHE,智飞生物,Normal,801150.INDX,Active
300116.XSHE,坚瑞沃能,Normal,801730.INDX,Active
600426.XSHG,华鲁恒升,Normal,801030.INDX,Active
600721.XSHG,百花村,Normal,801150.INDX,Active
000988.XSHE,华工科技,Normal,801080.INDX,Active
600058.XSHG,五矿发展,Normal,801200.INDX,Active
600371.XSHG,万向德农,Normal,801010.INDX,Active
300568.XSHE,星源材质,Normal,801030.INDX,Active
600106.XSHG,重庆路桥,Normal,801170.INDX,Active
600489.XSHG,中金黄金,Normal,801050.INDX,Active
300339.XSHE,润和软件,Normal,801750.INDX,Active
600326.XSHG,西藏天路,Normal,801720.INDX,Active
300101.XSHE,振芯科技,Normal,801740.INDX,Active
000563.XSHE,陕国投A,Normal,801790.INDX,Active
600121.XSHG,郑州煤电,Normal,801020.INDX,Active
600438.XSHG,通威股份,Normal,801010.INDX,Active
600745.XSHG,闻泰科技,Normal,801080.INDX,Active
603309.XSHG,维力医疗,Normal,801150.INDX,Active
603011.XSHG,合锻智能,Normal,801890.INDX,Active
603922.XSHG,金鸿顺,Normal,801880.INDX,Active
002371.XSHE,北方华创,Normal,801080.INDX,Active
002471.XSHE,中超控股,Normal,801730.INDX,Active
600889.XSHG,南京化纤,Normal,801030.INDX,Active
600713.XSHG,南京医药,Normal,801150.INDX,Active
600625.XSHG,PT水仙,PT,,Delisted
002228.XSHE,合兴包装,Normal,801140.INDX,Active
300379.XSHE,东方通,Normal,801750.INDX,Active
603289.XSHG,泰瑞机器,Normal,801890.INDX,Active
002394.XSHE,联发股份,Normal,801130.INDX,Active
603286.XSHG,日盈电子,Normal,801880.INDX,Active
600247.XSHG,*ST成城,StarST,801200.INDX,Active
300667.XSHE,必创科技,Normal,801890.INDX,Active
600191.XSHG,华资实业,Normal,801010.INDX,Active
000408.XSHE,藏格控股,Normal,801030.INDX,Active
002636.XSHE,金安国纪,Normal,801080.INDX,Active
002009.XSHE,天奇股份,Normal,801890.INDX,Active
002570.XSHE,*ST因美,StarST,801120.INDX,Active
000895.XSHE,双汇发展,Normal,801120.INDX,Active
600064.XSHG,南京高科,Normal,801180.INDX,Active
002047.XSHE,宝鹰股份,Normal,801720.INDX,Active
300071.XSHE,华谊嘉信,Normal,801760.INDX,Active
601326.XSHG,秦港股份,Normal,801170.INDX,Active
300372.XSHE,欣泰退,Other,,Delisted
300061.XSHE,康旗股份,Normal,801760.INDX,Active
002655.XSHE,共达电声,Normal,801080.INDX,Active
002916.XSHE,深南电路,Normal,801080.INDX,Active
600660.XSHG,福耀玻璃,Normal,801880.INDX,Active
600865.XSHG,百大集团,Normal,801200.INDX,Active
300093.XSHE,金刚玻璃,Normal,801710.INDX,Active
300518.XSHE,盛讯达,Normal,801760.INDX,Active
002864.XSHE,盘龙药业,Normal,801150.INDX,Active
600018.XSHG,上港集团,Normal,801170.INDX,Active
002635.XSHE,安洁科技,Normal,801080.INDX,Active
002034.XSHE,旺能环境,Normal,801130.INDX,Active
600608.XSHG,ST沪科,ST,801200.INDX,Active
000048.XSHE,*ST康达,StarST,801010.INDX,Active
600606.XSHG,绿地控股,Normal,801180.INDX,Active
601003.XSHG,柳钢股份,Normal,801040.INDX,Active
600670.XSHG,*ST斯达,StarST,,Delisted
603123.XSHG,翠微股份,Normal,801200.INDX,Active
